,close
2022-01-04 00:00:00,4917.77
2022-01-05 00:00:00,4868.12
2022-01-06 00:00:00,4818.23
2022-01-07 00:00:00,4822.37
2022-01-10 00:00:00,4844.05
2022-01-11 00:00:00,4797.77
2022-01-12 00:00:00,4845.58
2022-01-13 00:00:00,4765.92
2022-01-14 00:00:00,4726.73
2022-01-17 00:00:00,4767.28
2022-01-18 00:00:00,4813.35
2022-01-19 00:00:00,4780.38
2022-01-20 00:00:00,4823.51
2022-01-21 00:00:00,4779.31
2022-01-24 00:00:00,4786.74
2022-01-25 00:00:00,4678.45
2022-01-26 00:00:00,4712.31
2022-01-27 00:00:00,4619.88
2022-01-28 00:00:00,4563.77
2022-02-07 00:00:00,4634.09
2022-02-08 00:00:00,4608.77
2022-02-09 00:00:00,4652.06
2022-02-10 00:00:00,4639.86
2022-02-11 00:00:00,4601.4
2022-02-14 00:00:00,4551.69
2022-02-15 00:00:00,4600.1
2022-02-16 00:00:00,4617.99
2022-02-17 00:00:00,4629.16
2022-02-18 00:00:00,4651.24
2022-02-21 00:00:00,4634.31
2022-02-22 00:00:00,4574.15
2022-02-23 00:00:00,4623.05
2022-02-24 00:00:00,4529.32
2022-02-25 00:00:00,4573.42
2022-02-28 00:00:00,4581.65
2022-03-01 00:00:00,4619.69
2022-03-02 00:00:00,4578.6
2022-03-03 00:00:00,4551.63
2022-03-04 00:00:00,4496.43
2022-03-07 00:00:00,4352.78
2022-03-08 00:00:00,4265.39
2022-03-09 00:00:00,4226.35
2022-03-10 00:00:00,4292.84
2022-03-11 00:00:00,4306.52
2022-03-14 00:00:00,4174.76
2022-03-15 00:00:00,3983.81
2022-03-16 00:00:00,4156.08
2022-03-17 00:00:00,4237.7
2022-03-18 00:00:00,4265.9
2022-03-21 00:00:00,4258.75
2022-03-22 00:00:00,4255.3
2022-03-23 00:00:00,4276.52
2022-03-24 00:00:00,4251.31
2022-03-25 00:00:00,4174.57
2022-03-28 00:00:00,4148.47
2022-03-29 00:00:00,4134.14
2022-03-30 00:00:00,4254.1
2022-03-31 00:00:00,4222.6
2022-04-01 00:00:00,4276.16
2022-04-06 00:00:00,4263.84
2022-04-07 00:00:00,4209.1
2022-04-08 00:00:00,4230.77
2022-04-11 00:00:00,4100.07
2022-04-12 00:00:00,4179.97
2022-04-13 00:00:00,4139.74
2022-04-14 00:00:00,4191.57
