,close
2023-07-10 00:00:00,122.331
2023-07-11 00:00:00,122.426
2023-07-12 00:00:00,122.447
2023-07-13 00:00:00,122.395
2023-07-14 00:00:00,122.346
2023-07-17 00:00:00,122.463
2023-07-18 00:00:00,122.638
2023-07-19 00:00:00,122.614
2023-07-20 00:00:00,122.623
2023-07-21 00:00:00,122.771
2023-07-24 00:00:00,122.854
2023-07-25 00:00:00,122.392
2023-07-26 00:00:00,122.51
2023-07-27 00:00:00,122.644
2023-07-28 00:00:00,122.603
2023-07-31 00:00:00,122.454
2023-08-01 00:00:00,122.545
2023-08-02 00:00:00,122.651
2023-08-03 00:00:00,122.714
2023-08-04 00:00:00,122.715
2023-08-07 00:00:00,122.758
2023-08-08 00:00:00,122.795
2023-08-09 00:00:00,122.835
2023-08-10 00:00:00,122.819
2023-08-11 00:00:00,122.836
2023-08-14 00:00:00,122.949
2023-08-15 00:00:00,123.279
2023-08-16 00:00:00,123.475
2023-08-17 00:00:00,123.465
2023-08-18 00:00:00,123.54
2023-08-21 00:00:00,123.819
2023-08-22 00:00:00,123.675
2023-08-23 00:00:00,123.663
2023-08-24 00:00:00,123.636
2023-08-25 00:00:00,123.579
2023-08-28 00:00:00,123.491
2023-08-29 00:00:00,123.271
2023-08-30 00:00:00,123.342
2023-08-31 00:00:00,123.427
2023-09-01 00:00:00,123.304
2023-09-04 00:00:00,122.942
2023-09-05 00:00:00,123.012
2023-09-06 00:00:00,122.869
2023-09-07 00:00:00,122.76
2023-09-08 00:00:00,122.848
2023-09-11 00:00:00,122.835
2023-09-12 00:00:00,122.866
2023-09-13 00:00:00,122.98
2023-09-14 00:00:00,123.109
2023-09-15 00:00:00,122.971
2023-09-18 00:00:00,122.79
2023-09-19 00:00:00,122.796
2023-09-20 00:00:00,122.766
2023-09-21 00:00:00,122.798
2023-09-22 00:00:00,122.635
2023-09-25 00:00:00,122.48
2023-09-26 00:00:00,122.389
2023-09-27 00:00:00,122.376
2023-09-28 00:00:00,122.689
2023-10-09 00:00:00,122.72
2023-10-10 00:00:00,122.738
2023-10-11 00:00:00,122.525
2023-10-12 00:00:00,122.552
2023-10-13 00:00:00,122.703
2023-10-16 00:00:00,122.803
2023-10-17 00:00:00,122.731
2023-10-18 00:00:00,122.704
2023-10-19 00:00:00,122.519
2023-10-20 00:00:00,122.701
2023-10-23 00:00:00,122.831
2023-10-24 00:00:00,122.681
2023-10-25 00:00:00,122.799
2023-10-26 00:00:00,122.831
2023-10-27 00:00:00,122.841
2023-10-30 00:00:00,122.89
2023-10-31 00:00:00,123.05
2023-11-01 00:00:00,123.176
2023-11-02 00:00:00,123.297
2023-11-03 00:00:00,123.285
2023-11-06 00:00:00,123.272
2023-11-07 00:00:00,123.336
2023-11-08 00:00:00,123.344
2023-11-09 00:00:00,123.351
2023-11-10 00:00:00,123.368
2023-11-13 00:00:00,123.423
2023-11-14 00:00:00,123.352
2023-11-15 00:00:00,123.316
2023-11-16 00:00:00,123.414
2023-11-17 00:00:00,123.464
2023-11-20 00:00:00,123.461
2023-11-21 00:00:00,123.488
2023-11-22 00:00:00,123.421
2023-11-23 00:00:00,123.254
2023-11-24 00:00:00,123.272
2023-11-27 00:00:00,123.234
2023-11-28 00:00:00,123.325
2023-11-29 00:00:00,123.288
2023-11-30 00:00:00,123.332
2023-12-01 00:00:00,123.442
2023-12-04 00:00:00,123.375
2023-12-05 00:00:00,123.38
2023-12-06 00:00:00,123.335
2023-12-07 00:00:00,123.381
2023-12-08 00:00:00,123.429
2023-12-11 00:00:00,123.657
2023-12-12 00:00:00,123.598
2023-12-13 00:00:00,123.75
2023-12-14 00:00:00,123.741
2023-12-15 00:00:00,123.82
2023-12-18 00:00:00,123.905
2023-12-19 00:00:00,123.917
2023-12-20 00:00:00,123.871
2023-12-21 00:00:00,123.926
2023-12-22 00:00:00,124.018
2023-12-25 00:00:00,124.12
2023-12-26 00:00:00,124.178
2023-12-27 00:00:00,124.276
2023-12-28 00:00:00,124.276
2023-12-29 00:00:00,124.502
2024-01-02 00:00:00,124.73
2024-01-03 00:00:00,124.411
2024-01-04 00:00:00,124.659
2024-01-05 00:00:00,125.017
2024-01-08 00:00:00,124.83
2024-01-09 00:00:00,124.982
2024-01-10 00:00:00,124.941
2024-01-11 00:00:00,124.862
2024-01-12 00:00:00,124.729
2024-01-15 00:00:00,124.748
2024-01-16 00:00:00,124.711
2024-01-17 00:00:00,124.858
2024-01-18 00:00:00,124.95
2024-01-19 00:00:00,125.016
2024-01-22 00:00:00,125.127
2024-01-23 00:00:00,125.066
2024-01-24 00:00:00,125.079
2024-01-25 00:00:00,125.089
2024-01-26 00:00:00,125.18
2024-01-29 00:00:00,125.25
2024-01-30 00:00:00,125.599
2024-01-31 00:00:00,125.804
2024-02-01 00:00:00,125.817
2024-02-02 00:00:00,125.79
2024-02-05 00:00:00,125.985
2024-02-06 00:00:00,125.657
2024-02-07 00:00:00,125.727
2024-02-08 00:00:00,125.9
2024-02-19 00:00:00,125.923
2024-02-20 00:00:00,126.009
2024-02-21 00:00:00,126.094
2024-02-22 00:00:00,126.071
2024-02-23 00:00:00,126.252
2024-02-26 00:00:00,126.353
2024-02-27 00:00:00,126.54
2024-02-28 00:00:00,126.702
2024-02-29 00:00:00,126.904
2024-03-01 00:00:00,126.438
2024-03-04 00:00:00,126.596
2024-03-05 00:00:00,126.623
2024-03-06 00:00:00,127.027
2024-03-07 00:00:00,127.161
2024-03-08 00:00:00,127.132
2024-03-11 00:00:00,127.005
2024-03-12 00:00:00,126.52
2024-03-13 00:00:00,126.47
2024-03-14 00:00:00,126.428
2024-03-15 00:00:00,126.574
2024-03-18 00:00:00,126.681
2024-03-19 00:00:00,126.965
2024-03-20 00:00:00,126.826
2024-03-21 00:00:00,126.826
2024-03-22 00:00:00,126.82
2024-03-25 00:00:00,126.645
2024-03-26 00:00:00,126.664
2024-03-27 00:00:00,126.75
2024-03-28 00:00:00,126.773
2024-03-29 00:00:00,126.914
2024-04-01 00:00:00,126.762
2024-04-02 00:00:00,126.816
2024-04-03 00:00:00,127.083
2024-04-08 00:00:00,127.135
2024-04-09 00:00:00,127.275
2024-04-10 00:00:00,127.178
2024-04-11 00:00:00,127.159
2024-04-12 00:00:00,127.394
2024-04-15 00:00:00,127.51
2024-04-16 00:00:00,127.521
2024-04-17 00:00:00,127.566
2024-04-18 00:00:00,127.785
2024-04-19 00:00:00,127.814
2024-04-22 00:00:00,127.902
2024-04-23 00:00:00,128.199
2024-04-24 00:00:00,127.627
2024-04-25 00:00:00,127.689
2024-04-26 00:00:00,127.393
2024-04-29 00:00:00,126.777
2024-04-30 00:00:00,127.244
2024-05-06 00:00:00,127.336
2024-05-07 00:00:00,127.655
2024-05-08 00:00:00,127.781
2024-05-09 00:00:00,127.6
2024-05-10 00:00:00,127.425
2024-05-13 00:00:00,127.69
2024-05-14 00:00:00,127.753
2024-05-15 00:00:00,127.664
2024-05-16 00:00:00,127.58
2024-05-17 00:00:00,127.41
2024-05-20 00:00:00,127.633
2024-05-21 00:00:00,127.551
2024-05-22 00:00:00,127.647
2024-05-23 00:00:00,127.791
2024-05-24 00:00:00,127.736
2024-05-27 00:00:00,127.714
2024-05-28 00:00:00,127.878
2024-05-29 00:00:00,127.984
2024-05-30 00:00:00,127.991
2024-05-31 00:00:00,127.798
2024-06-03 00:00:00,127.879
2024-06-04 00:00:00,127.888
2024-06-05 00:00:00,128.029
2024-06-06 00:00:00,128.066
2024-06-07 00:00:00,128.168
2024-06-11 00:00:00,128.186
2024-06-12 00:00:00,128.138
2024-06-13 00:00:00,128.234
2024-06-14 00:00:00,128.301
2024-06-17 00:00:00,128.372
2024-06-18 00:00:00,128.489
2024-06-19 00:00:00,128.512
2024-06-20 00:00:00,128.61
2024-06-21 00:00:00,128.509
2024-06-24 00:00:00,128.624
2024-06-25 00:00:00,128.764
2024-06-26 00:00:00,128.819
2024-06-27 00:00:00,128.984
2024-06-28 00:00:00,129.13
2024-07-01 00:00:00,128.72
2024-07-02 00:00:00,128.925
2024-07-03 00:00:00,129.036
2024-07-04 00:00:00,129.09
2024-07-05 00:00:00,128.85
2024-07-08 00:00:00,128.474
2024-07-09 00:00:00,128.792
2024-07-10 00:00:00,128.787
2024-07-11 00:00:00,128.872
2024-07-12 00:00:00,129.033
2024-07-15 00:00:00,129.14
2024-07-16 00:00:00,129.113
2024-07-17 00:00:00,129.255
2024-07-18 00:00:00,129.179
2024-07-19 00:00:00,129.209
2024-07-22 00:00:00,129.472
2024-07-23 00:00:00,129.706
2024-07-24 00:00:00,129.819
2024-07-25 00:00:00,129.836
2024-07-26 00:00:00,130.043
2024-07-29 00:00:00,130.139
2024-07-30 00:00:00,130.203
2024-07-31 00:00:00,130.356
2024-08-01 00:00:00,130.568
2024-08-02 00:00:00,130.585
2024-08-05 00:00:00,130.949
2024-08-06 00:00:00,130.514
2024-08-07 00:00:00,130.853
2024-08-08 00:00:00,130.425
2024-08-09 00:00:00,130.161
2024-08-12 00:00:00,129.312
2024-08-13 00:00:00,129.705
2024-08-14 00:00:00,130.129
2024-08-15 00:00:00,129.971
2024-08-16 00:00:00,130.088
2024-08-19 00:00:00,130.285
2024-08-20 00:00:00,130.232
2024-08-21 00:00:00,130.091
2024-08-22 00:00:00,130.356
2024-08-23 00:00:00,130.412
2024-08-26 00:00:00,130.421
2024-08-27 00:00:00,130.157
2024-08-28 00:00:00,130.313
2024-08-29 00:00:00,130.158
2024-08-30 00:00:00,130.142
2024-09-02 00:00:00,130.382
2024-09-03 00:00:00,130.547
2024-09-04 00:00:00,130.627
2024-09-05 00:00:00,130.77
2024-09-06 00:00:00,130.772
2024-09-09 00:00:00,130.872
2024-09-10 00:00:00,131.022
2024-09-11 00:00:00,131.199
2024-09-12 00:00:00,131.093
2024-09-13 00:00:00,131.347
2024-09-18 00:00:00,131.562
2024-09-19 00:00:00,131.484
2024-09-20 00:00:00,131.693
2024-09-23 00:00:00,131.758
2024-09-24 00:00:00,131.289
2024-09-25 00:00:00,131.706
2024-09-26 00:00:00,131.346
2024-09-27 00:00:00,130.263
2024-09-30 00:00:00,129.767
2024-10-08 00:00:00,129.941
2024-10-09 00:00:00,130.197
2024-10-10 00:00:00,130.765
2024-10-11 00:00:00,130.674
2024-10-14 00:00:00,130.684
2024-10-15 00:00:00,130.86
2024-10-16 00:00:00,130.857
2024-10-17 00:00:00,131.06
2024-10-18 00:00:00,131.001
2024-10-21 00:00:00,131.012
2024-10-22 00:00:00,130.929
2024-10-23 00:00:00,130.683
2024-10-24 00:00:00,130.64
2024-10-25 00:00:00,130.561
2024-10-28 00:00:00,130.506
2024-10-29 00:00:00,130.695
2024-10-30 00:00:00,130.686
2024-10-31 00:00:00,130.716
2024-11-01 00:00:00,130.919
2024-11-04 00:00:00,130.938
2024-11-05 00:00:00,130.994
2024-11-06 00:00:00,131.078
2024-11-07 00:00:00,131.106
2024-11-08 00:00:00,131.284
2024-11-11 00:00:00,131.324
2024-11-12 00:00:00,131.6
2024-11-13 00:00:00,131.588
2024-11-14 00:00:00,131.562
2024-11-15 00:00:00,131.625
2024-11-18 00:00:00,131.41
2024-11-19 00:00:00,131.467
2024-11-20 00:00:00,131.532
2024-11-21 00:00:00,131.683
2024-11-22 00:00:00,131.762
2024-11-25 00:00:00,131.926
2024-11-26 00:00:00,132.1
2024-11-27 00:00:00,131.975
2024-11-28 00:00:00,132.164
2024-11-29 00:00:00,132.309
2024-12-02 00:00:00,132.605
2024-12-03 00:00:00,132.716
2024-12-04 00:00:00,133.003
2024-12-05 00:00:00,133.131
2024-12-06 00:00:00,132.972
2024-12-09 00:00:00,133.138
2024-12-10 00:00:00,133.907
2024-12-11 00:00:00,134.128
2024-12-12 00:00:00,134.403
2024-12-13 00:00:00,134.877
2024-12-16 00:00:00,135.395
2024-12-17 00:00:00,135.107
2024-12-18 00:00:00,134.821
2024-12-19 00:00:00,134.687
2024-12-20 00:00:00,135.32
2024-12-23 00:00:00,135.499
2024-12-24 00:00:00,135.223
2024-12-25 00:00:00,135.073
2024-12-26 00:00:00,135.031
2024-12-27 00:00:00,135.506
2024-12-30 00:00:00,135.303
2024-12-31 00:00:00,135.554
2025-01-02 00:00:00,136.248
2025-01-03 00:00:00,136.569
2025-01-06 00:00:00,136.654
2025-01-07 00:00:00,136.477
2025-01-08 00:00:00,136.463
2025-01-09 00:00:00,136.28
2025-01-10 00:00:00,136.129
2025-01-13 00:00:00,136.057
2025-01-14 00:00:00,136.196
2025-01-15 00:00:00,136.443
2025-01-16 00:00:00,136.274
2025-01-17 00:00:00,136.186
2025-01-20 00:00:00,136.044
2025-01-21 00:00:00,136.159
2025-01-22 00:00:00,136.219
2025-01-23 00:00:00,136.151
2025-01-24 00:00:00,136.005
2025-01-27 00:00:00,136.514
2025-02-05 00:00:00,136.578
2025-02-06 00:00:00,136.659
2025-02-07 00:00:00,136.605
2025-02-10 00:00:00,136.474
2025-02-11 00:00:00,136.512
2025-02-12 00:00:00,136.51
2025-02-13 00:00:00,136.476
2025-02-14 00:00:00,136.262
2025-02-17 00:00:00,135.889
2025-02-18 00:00:00,135.761
2025-02-19 00:00:00,135.899
2025-02-20 00:00:00,135.764
2025-02-21 00:00:00,135.487
2025-02-24 00:00:00,134.89
2025-02-25 00:00:00,134.997
2025-02-26 00:00:00,135.346
2025-02-27 00:00:00,135.108
2025-02-28 00:00:00,135.315
2025-03-03 00:00:00,135.492
2025-03-04 00:00:00,135.445
2025-03-05 00:00:00,135.468
2025-03-06 00:00:00,135.129
2025-03-07 00:00:00,134.75
2025-03-10 00:00:00,134.455
2025-03-11 00:00:00,133.937
