date,close
2022-01-04,101.822
2022-01-05,101.84
2022-01-06,101.75
2022-01-07,101.845
2022-01-10,101.88
2022-01-11,102.04
2022-01-12,102.092
2022-01-13,102.06
2022-01-14,101.972
2022-01-17,102.09
2022-01-18,102.15
2022-01-19,102.352
2022-01-20,102.426
2022-01-21,102.43
2022-01-24,102.4
2022-01-25,102.47
2022-01-26,102.335
2022-01-27,102.35
2022-01-28,102.65
2022-02-07,103.0
2022-02-08,103.1
2022-02-09,103.215
2022-02-10,103.2
2022-02-11,103.06
2022-02-14,103.27
2022-02-15,103.33
2022-02-16,103.197
2022-02-17,103.219
2022-02-18,103.243
2022-02-21,102.99
2022-02-22,102.899
2022-02-23,102.821
2022-02-24,102.781
2022-02-25,102.771
2022-02-28,102.445
2022-03-01,102.449
2022-03-02,102.495
2022-03-03,102.503
2022-03-04,102.65
2022-03-07,102.25
2022-03-08,102.317
2022-03-09,102.4
2022-03-10,102.67
2022-03-11,102.938
2022-03-14,103.1
2022-03-15,103.06
2022-03-16,102.95
2022-03-17,102.95
2022-03-18,102.95
2022-03-21,103.651
2022-03-22,103.16
2022-03-23,103.151
2022-03-24,103.3
2022-03-25,103.28
2022-03-28,103.328
2022-03-29,103.25
2022-03-30,103.18
2022-03-31,103.28
2022-04-01,103.24
2022-04-06,103.54
2022-04-07,103.4
2022-04-08,103.42
2022-04-11,103.5
2022-04-12,103.44
2022-04-13,103.439
2022-04-14,103.37
2022-04-15,103.149
2022-04-18,103.3
2022-04-19,103.29
2022-04-20,103.4
2022-04-21,103.3
2022-04-22,103.27
2022-04-25,103.31
2022-04-26,103.199
2022-04-27,103.5
2022-04-28,103.446
2022-04-29,103.409
2022-05-05,103.5
2022-05-06,103.5
2022-05-09,103.42
2022-05-10,103.42
2022-05-11,103.45
2022-05-12,103.44
2022-05-13,103.419
2022-05-16,103.39
2022-05-17,103.446
2022-05-18,103.435
2022-05-19,103.4
2022-05-20,103.372
2022-05-23,103.405
2022-05-24,103.299
2022-05-25,103.349
2022-05-26,103.374
2022-05-27,103.409
2022-05-30,103.446
2022-05-31,103.42
2022-06-01,103.46
2022-06-02,103.483
2022-06-06,103.448
2022-06-07,103.447
2022-06-08,103.484
2022-06-09,103.729
2022-06-10,103.89
2022-06-13,103.9
2022-06-14,103.733
2022-06-15,103.84
2022-06-16,103.87
2022-06-17,103.82
2022-06-20,103.75
2022-06-21,103.72
2022-06-22,103.73
2022-06-23,103.72
2022-06-24,103.7
2022-06-27,103.829
2022-06-28,103.785
2022-06-29,103.636
2022-06-30,103.661
2022-07-01,103.66
2022-07-04,103.59
2022-07-05,103.61
2022-07-06,103.64
2022-07-07,103.66
2022-07-08,103.7
2022-07-11,103.631
2022-07-12,103.71
2022-07-13,103.7
2022-07-14,103.745
2022-07-15,103.8
2022-07-18,103.73
2022-07-19,103.95
2022-07-20,103.97
2022-07-21,103.88
2022-07-22,103.88
2022-07-25,103.9
2022-07-26,103.85
2022-07-27,104.1
2022-07-28,104.15
2022-07-29,104.001
2022-08-01,104.115
2022-08-02,104.12
2022-08-03,104.1
2022-08-04,104.2
2022-08-05,104.308
2022-08-08,104.427
2022-08-09,104.449
2022-08-10,104.301
2022-08-11,104.4
2022-08-12,104.4
2022-08-15,104.65
2022-08-16,104.67
2022-08-17,104.65
2022-08-18,104.749
2022-08-19,104.79
2022-08-22,104.95
2022-08-23,104.9
2022-08-24,104.9
2022-08-25,104.849
2022-08-26,104.75
2022-08-29,104.76
2022-08-30,104.889
2022-08-31,104.9
2022-09-01,104.88
2022-09-02,104.802
2022-09-05,104.851
2022-09-06,104.91
2022-09-07,104.788
2022-09-08,104.85
2022-09-09,104.89
2022-09-13,104.9
2022-09-14,104.819
2022-09-15,104.8
2022-09-16,104.793
2022-09-19,104.6
2022-09-20,104.67
2022-09-21,104.449
2022-09-22,104.448
2022-09-23,104.48
2022-09-26,104.4
2022-09-27,104.25
2022-09-28,104.349
2022-09-29,104.3
2022-09-30,104.329
2022-10-10,104.47
2022-10-11,104.462
2022-10-12,104.45
2022-10-13,104.5
2022-10-14,104.5
2022-10-17,104.5
2022-10-18,104.55
2022-10-19,104.46
2022-10-20,104.519
2022-10-21,104.53
2022-10-24,104.53
2022-10-25,104.577
2022-10-26,104.56
2022-10-27,104.72
2022-10-28,104.525
2022-10-31,104.65
2022-11-01,104.65
2022-11-02,104.56
2022-11-03,104.61
2022-11-04,104.6
2022-11-07,104.66
2022-11-08,104.71
2022-11-09,104.67
2022-11-10,104.65
2022-11-11,104.5
2022-11-14,104.47
2022-11-15,104.55
2022-11-16,104.603
2022-11-17,104.6
2022-11-18,104.65
2022-11-21,104.69
2022-11-22,104.552
2022-11-23,104.66
2022-11-24,104.8
2022-11-25,104.775
2022-11-28,104.72
2022-11-29,104.75
2022-11-30,104.899
2022-12-01,104.78
2022-12-02,104.81
2022-12-05,104.95
2022-12-06,104.851
2022-12-07,104.84
2022-12-08,105.0
2022-12-09,104.97
2022-12-12,105.05
2022-12-13,105.002
2022-12-14,105.133
2022-12-15,105.0
2022-12-16,105.0
2022-12-19,105.0
2022-12-20,105.1
