date,close
2022-01-04,7354.46
2022-01-05,7222.67
2022-01-06,7229.96
2022-01-07,7175.68
2022-01-10,7191.45
2022-01-11,7135.22
2022-01-12,7196.93
2022-01-13,7097.76
2022-01-14,7081.14
2022-01-17,7157.86
2022-01-18,7163.16
2022-01-19,7118.76
2022-01-20,7056.79
2022-01-21,6976.62
2022-01-24,6979.25
2022-01-25,6743.96
2022-01-26,6782.58
2022-01-27,6605.92
2022-01-28,6580.53
2022-02-07,6676.61
2022-02-08,6742.19
2022-02-09,6843.03
2022-02-10,6840.49
2022-02-11,6745.02
2022-02-14,6695.7
2022-02-15,6760.28
2022-02-16,6772.03
2022-02-17,6768.79
2022-02-18,6835.02
2022-02-21,6867.11
2022-02-22,6784.76
2022-02-23,6887.42
2022-02-24,6764.88
2022-02-25,6819.43
2022-02-28,6853.31
2022-03-01,6874.04
2022-03-02,6875.24
2022-03-03,6859.55
2022-03-04,6803.83
2022-03-07,6659.39
2022-03-08,6429.89
2022-03-09,6305.61
2022-03-10,6414.94
2022-03-11,6474.13
2022-03-14,6323.58
2022-03-15,5964.98
2022-03-16,6156.27
2022-03-17,6267.52
2022-03-18,6332.22
2022-03-21,6358.94
2022-03-22,6358.11
2022-03-23,6398.1
2022-03-24,6344.12
2022-03-25,6268.24
2022-03-28,6283.28
2022-03-29,6253.07
2022-03-30,6377.87
2022-03-31,6324.96
2022-04-01,6364.52
2022-04-06,6356.93
2022-04-07,6221.59
2022-04-08,6224.12
2022-04-11,6029.89
2022-04-12,6126.91
2022-04-13,6044.33
2022-04-14,6126.49
2022-04-15,6070.75
2022-04-18,6074.01
2022-04-19,6092.4
2022-04-20,5956.92
2022-04-21,5759.8
2022-04-22,5740.98
2022-04-25,5369.72
2022-04-26,5234.01
2022-04-27,5437.04
2022-04-28,5418.76
2022-04-29,5627.9
2022-05-05,5686.7
2022-05-06,5563.77
2022-05-09,5608.52
2022-05-10,5690.09
2022-05-11,5737.82
2022-05-12,5743.1
2022-05-13,5796.8
2022-05-16,5791.08
2022-05-17,5816.34
2022-05-18,5797.49
2022-05-19,5838.41
2022-05-20,5929.49
2022-05-23,5965.73
2022-05-24,5745.68
2022-05-25,5844.25
2022-05-26,5911.56
2022-05-27,5899.92
2022-05-30,5942.83
2022-05-31,6026.24
2022-06-01,6023.64
2022-06-02,6078.43
2022-06-06,6187.44
2022-06-07,6186.57
2022-06-08,6217.83
2022-06-09,6130.69
2022-06-10,6240.1
2022-06-13,6233.62
2022-06-14,6275.57
2022-06-15,6261.06
2022-06-16,6264.82
2022-06-17,6316.31
2022-06-20,6330.39
2022-06-21,6277.0
2022-06-22,6179.57
2022-06-23,6300.47
2022-06-24,6368.28
2022-06-27,6407.74
2022-06-28,6501.35
2022-06-29,6374.3
2022-06-30,6454.08
2022-07-01,6438.54
2022-07-04,6523.13
2022-07-05,6511.53
2022-07-06,6418.55
2022-07-07,6452.99
2022-07-08,6404.44
2022-07-11,6319.14
2022-07-12,6241.48
2022-07-13,6268.49
2022-07-14,6302.43
2022-07-15,6196.8
2022-07-18,6312.36
2022-07-19,6335.71
2022-07-20,6410.71
2022-07-21,6347.6
2022-07-22,6289.53
2022-07-25,6231.24
2022-07-26,6307.96
2022-07-27,6332.23
2022-07-28,6348.17
2022-07-29,6294.11
2022-08-01,6347.22
2022-08-02,6170.0
2022-08-03,6124.31
2022-08-04,6158.73
2022-08-05,6270.51
2022-08-08,6323.07
2022-08-09,6341.48
2022-08-10,6322.06
2022-08-11,6439.36
2022-08-12,6420.85
2022-08-15,6442.81
2022-08-16,6465.19
2022-08-17,6493.5
2022-08-18,6468.81
2022-08-19,6391.72
2022-08-22,6472.68
2022-08-23,6466.4
2022-08-24,6284.58
2022-08-25,6322.7
2022-08-26,6298.37
2022-08-29,6310.4
2022-08-30,6285.93
2022-08-31,6155.75
2022-09-01,6126.77
2022-09-02,6149.43
2022-09-05,6182.65
2022-09-06,6291.57
2022-09-07,6301.56
2022-09-08,6272.58
2022-09-09,6316.97
2022-09-13,6300.42
2022-09-14,6249.96
2022-09-15,6107.8
2022-09-16,5954.5
2022-09-19,5913.15
2022-09-20,5958.29
2022-09-21,5978.58
2022-09-22,5965.89
2022-09-23,5889.6
2022-09-26,5806.32
2022-09-27,5920.05
2022-09-28,5769.52
2022-09-29,5771.88
2022-09-30,5714.06
2022-10-10,5635.71
2022-10-11,5684.51
2022-10-12,5820.45
2022-10-13,5830.34
2022-10-14,5973.44
2022-10-17,6015.6
2022-10-18,6035.67
2022-10-19,5972.72
2022-10-20,5948.86
2022-10-21,5956.88
2022-10-24,5896.9
2022-10-25,5869.78
2022-10-26,5971.6
2022-10-27,5963.0
2022-10-28,5781.8
2022-10-31,5807.11
2022-11-01,5941.15
2022-11-02,5997.8
2022-11-03,5996.72
2022-11-04,6133.46
2022-11-07,6141.41
2022-11-08,6134.26
2022-11-09,6120.83
2022-11-10,6089.7
2022-11-11,6138.62
2022-11-14,6129.51
2022-11-15,6236.38
2022-11-16,6203.92
2022-11-17,6217.21
2022-11-18,6191.65
2022-11-21,6189.71
2022-11-22,6125.4
2022-11-23,6115.6
2022-11-24,6120.07
2022-11-25,6087.86
2022-11-28,6055.28
2022-11-29,6163.82
2022-11-30,6156.15
2022-12-01,6186.1
2022-12-02,6168.01
2022-12-05,6215.12
2022-12-06,6211.25
2022-12-07,6204.01
2022-12-08,6186.28
2022-12-09,6192.3
2022-12-12,6154.81
2022-12-13,6121.66
2022-12-14,6096.39
2022-12-15,6101.88
2022-12-16,6072.86
2022-12-19,5936.48
2022-12-20,5878.03
2022-12-21,5845.84
2022-12-22,5779.06
2022-12-23,5763.35
2022-12-26,5843.26
2022-12-27,5885.66
2022-12-28,5862.1
2022-12-29,5857.4
2022-12-30,5864.47
2023-01-03,5955.9
2023-01-04,5952.45
2023-01-05,6010.46
2023-01-06,6012.82
2023-01-09,6040.02
2023-01-10,6048.3
2023-01-11,6014.16
2023-01-12,6015.29
2023-01-13,6057.69
2023-01-16,6126.18
2023-01-17,6132.64
2023-01-18,6151.46
2023-01-19,6204.33
2023-01-20,6251.43
2023-01-30,6283.33
2023-01-31,6289.15
2023-02-01,6365.91
2023-02-02,6370.14
